dataset_name,encoder_name,HL1_size,learning_rate,batch_size,random_state,epoch,epoch_loss,epoch_f1,mode,num_batches
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.87119385,0.637179167,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.833475727,0.661935911,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.792767626,0.703590526,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.759451556,0.730408105,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.727400237,0.757641439,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.71130783,0.741339606,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.69545036,0.753575588,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.700397265,0.737330603,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.675801831,0.764498209,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.683927649,0.742440779,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.670909798,0.744686312,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.679983383,0.740040156,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.64284693,0.755487998,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.658946908,0.752228604,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.611029527,0.759728125,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.638851154,0.785150241,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.637461582,0.760899046,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.664741334,0.765410603,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,1,0.521466576,0.835759242,Train,221
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.80369736,0.655148161,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.772123146,0.657847855,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.744521993,0.687773132,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.720401418,0.689375758,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.703755021,0.700077744,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.699939799,0.699307481,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.683595985,0.711811063,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.687666923,0.743467703,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.670400405,0.745536902,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.673481387,0.741553612,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.666120821,0.739864899,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.647749728,0.747577286,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.628599936,0.756971167,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.636388603,0.733945662,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.64299708,0.754737489,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.621223015,0.76267424,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.642550558,0.743333819,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.610666746,0.749057129,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,1,0.52682873,0.839877646,Train,221
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.738521338,0.591477805,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.710774267,0.656961427,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.690040195,0.669988847,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.672994024,0.690014519,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.672653419,0.685334865,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.692852175,0.674789683,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.670934123,0.691781809,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.653302127,0.698234549,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.652026469,0.7317773,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.650021064,0.727133712,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.654005468,0.728530427,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.639255559,0.709946856,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.651641116,0.743901139,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.635673851,0.741029011,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.648154452,0.730528602,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.599161965,0.739634801,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.584191221,0.763322064,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,NA,0.629591614,0.750157018,Test,
Fi_ATSA_eda,ProsusAI-finbert,10,0.001,50,0,1,0.505225922,0.838982331,Train,221
