dataset_name,encoder_name,HL1_size,learning_rate,batch_size,random_state,epoch,epoch_loss,epoch_f1,mode,num_batches
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.8578570544719696,0.6466458814704672,Test,12
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.8061976432800293,0.6874723401499239,Test,24
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.7598542511463166,0.7124213582142783,Test,36
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.721546745300293,0.7475850970598792,Test,48
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6915283918380737,0.755350817941697,Test,60
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6711095213890076,0.749174468930876,Test,72
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6664548456668854,0.7427466404457554,Test,84
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6710776865482331,0.7403052820703411,Test,96
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6547832071781159,0.7425298820892117,Test,108
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6764149963855743,0.7402967485129031,Test,120
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6560773074626922,0.7559061243458407,Test,132
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6797817766666412,0.7469603290728175,Test,144
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6305148512125015,0.7672392787891159,Test,156
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6853611469268799,0.7418060471495586,Test,168
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6014619827270508,0.7786737219440223,Test,180
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.635353347659111,0.7775816383904371,Test,192
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6458280444145202,0.7632223845435043,Test,204
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6774381458759308,0.7543583133921218,Test,216
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.8224210500717163,0.672348861014774,Test,12
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.7677277028560638,0.6975622989574856,Test,24
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.7254551351070404,0.7269827115975686,Test,36
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6954586267471313,0.7394276089080182,Test,48
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6679403603076934,0.7415858280905211,Test,60
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6579201996326447,0.7468425199286877,Test,72
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6634459495544434,0.7278823238134898,Test,84
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6501123249530792,0.7295268399635139,Test,96
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6463533699512481,0.7516147608654453,Test,108
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6550987601280213,0.731124494282389,Test,120
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6139490276575088,0.7436135903957046,Test,132
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.5913330316543579,0.7598559061973695,Test,144
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6088492900133133,0.7640633415621344,Test,156
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6229807198047638,0.7542751693832933,Test,168
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6185562580823898,0.7478061508108648,Test,180
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6380159199237824,0.7473338031477567,Test,192
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.6342672735452652,0.7442047200111715,Test,204
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.626785260438919,0.7837567097821182,Test,216
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.8607802867889405,0.6717887123345214,Test,12
Fi_ATSA_eda,ProsusAI-finbert,10,0.0015,50,0,NA,0.8072241544723511,0.6678609112586663,Test,24
