dataset_name,encoder_name,HL1_size,learning_rate,batch_size,random_state,epoch,epoch_loss,epoch_f1,mode,num_batches
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.8879681825637817,0.6048016854093592,Test,12
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.8658175706863404,0.6382866889445836,Test,24
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.8380612730979919,0.6507877547887514,Test,36
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.8143684089183807,0.6916868486465532,Test,48
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7934567928314209,0.7021951560039866,Test,60
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7822440803050995,0.7110968158962788,Test,72
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7655989527702332,0.7076473536594469,Test,84
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7546079933643342,0.7142530758744456,Test,96
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7363191783428192,0.7404678603279139,Test,108
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7314981400966645,0.7453130176301301,Test,120
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7238277673721314,0.7448985060379091,Test,132
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7096885144710541,0.7303257539106595,Test,144
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.7041959464550018,0.7354359296612069,Test,156
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.6934790015220642,0.750958377401649,Test,168
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.6664020419120789,0.7515045797505935,Test,180
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.6866658866405487,0.7413110420969106,Test,192
Fi_ATSA_eda,ProsusAI-finbert,10,0.0005,50,0,NA,0.6763350307941437,0.7534121540941072,Test,204
