dataset_name,encoder_name,HL1_size,learning_rate,batch_size,random_state,epoch,epoch_loss,epoch_f1,mode,num_batches
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.821780306,0.658746523,Test,12
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.764828742,0.697524397,Test,24
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.72670998,0.725900041,Test,36
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.695299405,0.742411654,Test,48
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.666864908,0.760626091,Test,60
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.654252142,0.746393153,Test,72
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.646149635,0.758716482,Test,84
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.637868524,0.745145952,Test,96
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.624198109,0.736738596,Test,108
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.637079906,0.729381184,Test,120
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.634266043,0.737586502,Test,132
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.627547312,0.738195272,Test,144
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.609509248,0.751886624,Test,156
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.622613239,0.750450592,Test,168
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.577670163,0.770966846,Test,180
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.604040983,0.75739317,Test,192
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.605047476,0.747186129,Test,204
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.620224082,0.765505984,Test,216
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.824053699,0.668030096,Test,12
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.783947915,0.66854136,Test,24
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.749676734,0.670781047,Test,36
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.720076847,0.702641887,Test,48
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.687966776,0.728351836,Test,60
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.66348629,0.71599526,Test,72
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.646042931,0.745605866,Test,84
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.635715657,0.750996145,Test,96
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.618141556,0.739762809,Test,108
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.616279864,0.744496745,Test,120
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.60179233,0.76519795,Test,132
Fi_ATSA_eda,ProsusAI-finbert,12,0.001,50,0,NA,0.579085273,0.768609169,Test,144
